ROI,Subject,Weight
1,520_FED_20161227a_3T2_PL2017,1.000000
1,521_FED_20161228a_3T2_PL2017,1.000000
1,522_FED_20161228e_3T2_PL2017,1.000000
1,523_FED_20161227b_3T2_PL2017,1.000000
1,524_FED_20180802a_3T2_PL2017,1.000000
1,524_FED_20170105a_3T2_PL2017,1.000000
1,525_FED_20170109a_3T2_PL2017,1.000000
1,526_FED_20170111a_3T2_PL2017,1.000000
1,527_FED_20170113a_3T2_PL2017,1.000000
1,528_FED_20170116a_3T2_PL2017,1.000000
1,529_FED_20170116b_3T2_PL2017,1.000000
1,530_FED_20170114a_3T2_PL2017,1.000000
1,531_FED_20170117a_3T2_PL2017,1.000000
1,532_FED_20170118b_3T2_PL2017,1.000000
1,533_FED_20170119_3T2_PL2017,1.000000
1,534_FED_20170119b_3T2_PL2017,1.000000
1,535_FED_20170123b_3T2_PL2017,1.000000
1,536_FED_20170125a_3T2_PL2017,1.000000
1,537_FED_20170126b_3T2_PL2017,1.000000
1,538_FED_20170127_3T2_PL2017,1.000000
1,539_FED_20170127a_3T2_PL2017,1.000000
1,540_FED_20170201a_3T2_PL2017,1.000000
1,541_FED_20170203b_3T2_PL2017,1.000000
1,541_FED_20170615a_3T2_PL2017,1.000000
1,542_FED_20170207_3T2_PL2017,1.000000
1,543_FED_20170206_3T2_PL2017,1.000000
1,544_FED_20170210_3T2_PL2017,1.000000
1,545_FED_20170217c_3T2_PL2017,1.000000
1,546_FED_20170223_3T2_PL2017,1.000000
1,547_FED_20170222_3T2_PL2017,1.000000
1,548_FED_20170227_3T2_PL2017,1.000000
1,549_FED_20170228a_3T2_PL2017,1.000000
1,550_FED_20170228c_3T2_PL2017,1.000000
1,551_FED_20170302b_3T2_PL2017,1.000000
1,551_FED_20170328a_3T2_PL2017,1.000000
1,551_FED_20170412a_3T2_PL2017,1.000000
1,552_FED_20170307a_3T2_PL2017,1.000000
1,553_FED_20170313d_3T2_PL2017,1.000000
1,554_FED_20170315a_3T2_PL2017,1.000000
1,555_FED_20170426c_3T2_PL2017,1.000000
1,555_FED_20170315b_3T2_PL2017,1.000000
1,556_FED_20170316b_3T2_PL2017,1.000000
1,557_FED_20170317a_3T2_PL2017,1.000000
1,558_FED_20170320a_3T2_PL2017,1.000000
1,559_FED_20170320c_3T2_PL2017,1.000000
1,561_FED_20170327_3T2_PL2017,1.000000
1,562_FED_20170327b_3T2_PL2017,1.000000
1,563_FED_20170327c_3T2_PL2017,1.000000
1,564_FED_20170406_3T2_PL2017,1.000000
1,565_FED_20170406_3T2_PL2017,1.000000
1,566_FED_20170407a_3T2_PL2017,1.000000
1,567_FED_20170407b_3T2_PL2017,1.000000
1,568_FED_20170407c_3T2_PL2017,1.000000
1,569_FED_20170410b_3T2_PL2017,1.000000
1,570_FED_20170410_3T2_PL2017,1.000000
1,571_FED_20170412c_3T2_PL2017,1.000000
1,572_FED_20170413a_3T2_PL2017,1.000000
1,573_FED_20170413b_3T2_PL2017,1.000000
1,574_FED_20170425a_3T2_PL2017,1.000000
1,574_FED_20170413c_3T2_PL2017,1.000000
1,574_FED_20170430a_3T2_PL2017,1.000000
1,575_FED_20170414a_3T2_PL2017,1.000000
1,576_FED_20171006a_3T2_PL2017,1.000000
1,576_FED_20170414b_3T2_PL2017,1.000000
1,577_FED_20170414c_3T2_PL2017,1.000000
1,578_FED_20170414d_3T2_PL2017,1.000000
1,578_FED_20170831c_3T2_PL2017,1.000000
1,579_FED_20170418_3T2_PL2017,1.000000
1,580_FED_20170418_3T2_PL2017,1.000000
1,581_FED_20170418_3T2_PL2017,1.000000
1,582_FED_20190726b_3T2_PL2017,1.000000
1,582_FED_20170420a_3T2_PL2017,1.000000
1,583_FED_20170720d_3T2_PL2017,1.000000
1,583_FED_20170420c_3T2_PL2017,1.000000
1,584_FED_20170421a_3T2_PL2017,1.000000
1,585_FED_20170329a_3T2_PL2017,1.000000
1,586_FED_20170331b_3T2_PL2017,1.000000
1,587_FED_20170423a_3T2_PL2017,1.000000
1,588_FED_20170422c_3T2_PL2017,1.000000
1,589_FED_20170422a_3T2_PL2017,1.000000
1,590_FED_20170422b_3T2_PL2017,1.000000
1,591_FED_20170422d_3T2_PL2017,1.000000
1,592_FED_20170423b_3T2_PL2017,1.000000
1,593_FED_20170423c_3T2_PL2017,1.000000
1,594_FED_20170423d_3T2_PL2017,1.000000
1,595_FED_20170425b_3T2_PL2017,1.000000
1,596_FED_20170426b_3T2_PL2017,1.000000
1,597_FED_20170427a_3T2_PL2017,1.000000
1,598_FED_20170428a_3T2_PL2017,1.000000
1,599_FED_20170427c_3T2_PL2017,1.000000
